datetime,lca_mode,electrolyser_tech,scenario,wind_power_kw,grid_carbon_intensity_gco2_per_kwh,electricity_source,wind_fraction,grid_fraction,wind_used_kw,grid_topup_kw,surplus_wind_kw,wind_above_minimum,gwp100_kgco2e_per_kg_h2,electricity_exchanges_swapped,direct_electricity_kwh_per_kg_h2,wind_electricity_kwh_per_kg_h2,grid_electricity_kwh_per_kg_h2,temporary_grid_activity_code,minimum_required_wind_kw
2025-01-01 00:00:00,blended,AE operation,AE operation (blended),975.52,54,blended,0.9755199999999999,0.024480000000000057,975.52,24.480000000000057,0.0,,1.274754862493959,1,51.8,50.531935999999995,1.268064000000003,,
2025-01-01 00:30:00,blended,AE operation,AE operation (blended),975.52,54,blended,0.9755199999999999,0.024480000000000057,975.52,24.480000000000057,0.0,,1.2760705137103827,1,51.8,50.531935999999995,1.268064000000003,,
2025-01-01 01:00:00,blended,AE operation,AE operation (blended),975.521,55,blended,0.975521,0.02447900000000003,975.521,24.479000000000028,0.0,,1.276618099857191,1,51.8,50.531987799999996,1.2680122000000014,,
2025-01-01 01:30:00,blended,AE operation,AE operation (blended),975.521,50,blended,0.975521,0.02447900000000003,975.521,24.479000000000028,0.0,,1.2693792785750988,1,51.8,50.531987799999996,1.2680122000000014,,
2025-01-01 02:00:00,blended,AE operation,AE operation (blended),977.368,43,blended,0.977368,0.022631999999999985,977.368,22.631999999999984,0.0,,1.2500588709037859,1,51.8,50.6276624,1.1723375999999992,,
2025-01-01 02:30:00,blended,AE operation,AE operation (blended),977.368,41,blended,0.977368,0.022631999999999985,977.368,22.631999999999984,0.0,,1.2474247474022304,1,51.8,50.6276624,1.1723375999999992,,
2025-01-01 03:00:00,blended,AE operation,AE operation (blended),979.466,41,blended,0.9794660000000001,0.02053399999999994,979.466,20.533999999999942,0.0,,1.2399546042601106,1,51.8,50.7363388,1.063661199999997,,
2025-01-01 03:30:00,blended,AE operation,AE operation (blended),979.466,41,blended,0.9794660000000001,0.02053399999999994,979.466,20.533999999999942,0.0,,1.2411709715755903,1,51.8,50.7363388,1.063661199999997,,
2025-01-01 04:00:00,blended,AE operation,AE operation (blended),981.31,40,blended,0.9813099999999999,0.018690000000000095,981.31,18.690000000000097,0.0,,1.234505863573713,1,51.8,50.83185799999999,0.9681420000000049,,
2025-01-01 04:30:00,blended,AE operation,AE operation (blended),981.31,40,blended,0.9813099999999999,0.018690000000000095,981.31,18.690000000000097,0.0,,1.2339476199300592,1,51.8,50.83185799999999,0.9681420000000049,,
2025-01-01 05:00:00,blended,AE operation,AE operation (blended),983.237,42,blended,0.9832369999999999,0.016763000000000083,983.237,16.763000000000083,0.0,,1.2312308423489664,1,51.8,50.931676599999996,0.8683234000000043,,
2025-01-01 05:30:00,blended,AE operation,AE operation (blended),983.237,45,blended,0.9832369999999999,0.016763000000000083,983.237,16.763000000000083,0.0,,1.234552852526383,1,51.8,50.931676599999996,0.8683234000000043,,
2025-01-01 06:00:00,blended,AE operation,AE operation (blended),984.023,37,blended,0.984023,0.01597700000000002,984.023,15.977000000000018,0.0,,1.222794088401683,1,51.8,50.9723914,0.8276086000000009,,
2025-01-01 06:30:00,blended,AE operation,AE operation (blended),984.023,41,blended,0.984023,0.01597700000000002,984.023,15.977000000000018,0.0,,1.226926214510119,1,51.8,50.9723914,0.8276086000000009,,
2025-01-01 07:00:00,blended,AE operation,AE operation (blended),985.53,44,blended,0.98553,0.014469999999999983,985.53,14.469999999999983,0.0,,1.2266705720011144,1,51.8,51.050453999999995,0.749545999999999,,
